id,package_id,quantity,prefix,note,created_by,created_at,updated_at
499b14f0-74d4-4664-965a-7192de1ce02d,77ac59fa-3c3e-4d4a-8e51-d7f9ce954ee4,1,KT,,6df789e2-9382-4f92-8e75-41806c9d1629,2026-06-18 18:03:14.271022+00,2026-06-18 18:03:14.271022+00
